data_path,target_column,test_size,random_seed,model_name,MSE,R2,MSLE
train.csv,Calories,0.3,42,LinearRegression,122.29330877418042,0.968445449665107,0.31951748400306323
train.csv,Calories,0.3,42,DecisionTreeRegressor,26.800253333333334,0.993084904225168,0.007366271405697564
train.csv,Calories,0.3,42,XGBoost,14.368062975647304,0.9962927017763731,0.004184915152195953
train.csv,Calories,0.3,42,KNeighborsRegressor,25.778445333333334,0.9933485547248707,0.01039490195091711
train.csv,Calories,0.3,42,CatBoost,12.638586588452709,0.9967389473662566,0.0038022680700555453
train.csv,Calories,0.3,42,MLPRegressor,13.127497044699268,0.9966127969680416,0.0042409073015908854
